EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
2228 ,KECSKEMET                               ,HUNGARY                                 ,+46:54:00,+019:45:00, 114
2229 ,PALIC                                   ,SERBIA                                  ,+46:06:00,+019:46:00, 102
2230 ,BERGEN/FLESLAND                         ,NORWAY                                  ,+60:17:21,+005:13:35,  48
2231 ,VRSAC                                   ,SERBIA                                  ,+45:09:00,+021:19:00,  84
2232 ,LOZNICA                                 ,SERBIA                                  ,+44:33:00,+019:13:59, 121
2233 ,CRNI VRH                                ,SERBIA                                  ,+44:07:00,+021:57:00,1037
2234 ,NEGOTIN                                 ,SERBIA                                  ,+44:13:59,+022:33:00,  42
2235 ,KRALJEVO                                ,SERBIA                                  ,+43:43:00,+020:42:00, 215
2236 ,SKOPJE-PETROVAC                         ,REPUBLIC OF MACEDONIA                   ,+41:58:12,+021:39:00, 238
2237 ,VITERBO                                 ,ITALY                                   ,+42:25:48,+012:03:00, 300
2238 ,MESSINA                                 ,ITALY                                   ,+38:12:00,+015:33:00,  59
2239 ,REGGIO CALABRIA                         ,ITALY                                   ,+38:04:12,+015:39:00,  11
2240 ,INEBOLU                                 ,TURKEY                                  ,+41:58:48,+033:46:48,  64
2241 ,EDIRNE                                  ,TURKEY                                  ,+41:40:12,+026:34:12,  48
2242 ,TEKIRDAG                                ,TURKEY                                  ,+40:58:48,+027:28:48,   4
2243 ,MERZIFON                                ,TURKEY                                  ,+40:51:00,+035:34:48, 545
2244 ,ERZINCAN                                ,TURKEY                                  ,+39:43:48,+039:30:00,1156
2245 ,CANAKKALE                               ,TURKEY                                  ,+40:07:48,+026:24:00,   3
2246 ,BANDIRMA                                ,TURKEY                                  ,+40:19:12,+027:58:12,  51
2247 ,BURSA                                   ,TURKEY                                  ,+40:10:48,+029:04:12, 101
2248 ,ESKISEHIR                               ,TURKEY                                  ,+39:46:48,+030:34:12, 785
2249 ,BALIKESIR                               ,TURKEY                                  ,+39:37:12,+027:55:12, 101
2250 ,AKHISAR                                 ,TURKEY                                  ,+38:55:12,+027:51:00,  93
2251 ,AFYON                                   ,TURKEY                                  ,+38:45:00,+030:31:48,1034
2252 ,KAYSERI/ERKILET                         ,TURKEY                                  ,+38:46:48,+035:28:47,1053
2253 ,MALATYA/ERHAC                           ,TURKEY                                  ,+38:25:48,+038:04:48, 862
2254 ,ELAZIG                                  ,TURKEY                                  ,+38:36:00,+039:16:48, 902
2255 ,KONYA                                   ,TURKEY                                  ,+37:58:12,+032:32:59,1032
2256 ,DIYARBAKIR                              ,TURKEY                                  ,+37:52:48,+040:10:48, 686
2257 ,ANTALYA                                 ,TURKEY                                  ,+36:42:00,+030:43:48,  50
2258 ,SILIFKE                                 ,TURKEY                                  ,+36:22:11,+033:55:48,  15
2259 ,PAPHOS                                  ,CYPRUS                                  ,+34:43:12,+032:28:47,  11
2260 ,GUNNARN                                 ,SWEDEN                                  ,+65:00:26,+017:42:30, 280
2261 ,LYCKSELE                                ,SWEDEN                                  ,+64:34:48,+018:39:00, 234
2262 ,MASESKAR                                ,SWEDEN                                  ,+58:06:00,+011:21:00,  14
2263 ,MALILLA                                 ,SWEDEN                                  ,+57:23:30,+015:54:48, 100
2264 ,BRJANSK                                 ,RUSSIAN FEDERATION                      ,+53:19:48,+034:13:47, 162
2265 ,KOZ-MODEM-JANSK                         ,RUSSIAN FEDERATION                      ,+56:21:00,+046:34:12, 114
2266 ,KALUGA                                  ,RUSSIAN FEDERATION                      ,+54:34:12,+036:22:11, 201
2267 ,KEVO                                    ,FINLAND                                 ,+69:45:00,+027:01:48, 107
2269 ,PELLO                                   ,FINLAND                                 ,+66:48:00,+024:00:00,  84
2270 ,MASSKAR                                 ,FINLAND                                 ,+63:43:48,+022:34:48,  11
2271 ,NIVALA                                  ,FINLAND                                 ,+63:55:12,+024:58:12,  79
2272 ,VALASSAARET                             ,FINLAND                                 ,+63:25:48,+021:04:12,   4
2273 ,MOIKIPAA                                ,FINLAND                                 ,+62:52:48,+021:06:00,   4
2274 ,RANKKI                                  ,FINLAND                                 ,+60:22:12,+026:58:12,  11
2275 ,RUSSARO                                 ,FINLAND                                 ,+59:46:12,+022:57:00,   6
2276 ,ERSOV                                   ,RUSSIAN FEDERATION                      ,+51:19:48,+048:21:00, 106
2278 ,VOROSHILOVGRAG                          ,UKRAINE                                 ,+48:36:00,+039:16:12, 138
2279 ,ZAPOROZ-E                               ,UKRAINE                                 ,+47:48:00,+035:15:00,  86
2280 ,ZDANOV MARIUPOL                         ,UKRAINE                                 ,+47:04:12,+037:30:00,   8
2281 ,KRASNODAR                               ,RUSSIAN FEDERATION                      ,+45:01:48,+039:09:00,  29
2282 ,COLTISHALL                              ,UNITED KINGDOM                          ,+52:46:12,+001:21:00,  20
2285 ,ANNABA                                  ,ALGERIA                                 ,+36:49:48,+007:49:12,   4
2286 ,BEJAIA                                  ,ALGERIA                                 ,+36:43:12,+005:04:12,   2
2287 ,CONSTANTINE                             ,ALGERIA                                 ,+36:16:48,+006:37:12, 694
2288 ,TEBESSA                                 ,ALGERIA                                 ,+35:28:47,+008:07:48, 813
2289 ,ORAN                                    ,ALGERIA                                 ,+35:37:48,-000:36:00,  90
2290 ,BECHAR                                  ,ALGERIA                                 ,+31:37:12,-002:13:48, 773
2292 ,VADUZ                                   ,LIECHTENSTEIN                           ,+47:07:48,+009:31:12, 460
2293 ,TRAPPES                                 ,FRANCE                                  ,+48:46:12,+002:00:00, 167
2294 ,AUXERRE                                 ,FRANCE                                  ,+47:48:00,+003:33:00, 212
2295 ,LAJES                                   ,PORTUGAL                                ,+38:46:12,-027:06:00,  55
2296 ,SANTA MARIA                             ,PORTUGAL                                ,+36:58:12,-025:10:12,  94
2342 ,SOMBOR                                  ,SERBIA                                  ,+45:46:59,+019:04:59,  88
2343 ,VELIKO GRADISTE                         ,SERBIA                                  ,+44:45:00,+021:31:00,  82
2344 ,VRANJE                                  ,SERBIA                                  ,+42:28:59,+021:54:00, 432
2346 ,VIDIN                                   ,BULGARIA                                ,+43:59:39,+022:51:09,  31
2347 ,LOVECH                                  ,BULGARIA                                ,+43:09:47,+024:42:02, 220
2348 ,RAZGRAD                                 ,BULGARIA                                ,+43:33:57,+026:30:29, 346
2349 ,KJUSTENDIL                              ,BULGARIA                                ,+42:17:02,+022:42:47, 520
2563 ,DEELEN                                  ,NETHERLANDS                             ,+52:03:18,+005:52:19,  50
2565 ,HOOGEVEEN                               ,NETHERLANDS                             ,+52:44:56,+006:34:23,  16
2566 ,EINDHOVEN                               ,NETHERLANDS                             ,+51:26:58,+005:22:36,  23
2569 ,TWENTHE                                 ,NETHERLANDS                             ,+52:16:23,+006:53:26,  33
2570 ,VALKENBURG                              ,NETHERLANDS                             ,+52:10:13,+004:25:45,   0
2571 ,WESTDORPE                               ,NETHERLANDS                             ,+51:13:28,+003:51:39,   2
2574 ,FOKSTUGU                                ,NORWAY                                  ,+62:06:51,+009:17:13, 972
2575 ,KONGSBERG II/III                        ,NORWAY                                  ,+59:39:47,+009:38:53, 171
2576 ,KONGSBERG BRANNSTASJON                  ,NORWAY                                  ,+59:37:28,+009:38:16, 170
2577 ,NESBYEN                                 ,NORWAY                                  ,+60:34:00,+009:06:00, 164
2578 ,NESBYEN II                              ,NORWAY                                  ,+60:34:00,+009:07:59, 165
2579 ,ROROS AIRPORT                           ,NORWAY                                  ,+62:34:37,+011:21:06, 625
2581 ,ONA                                     ,NORWAY                                  ,+62:52:00,+006:33:00,  11
2582 ,ONA HUSOY                               ,NORWAY                                  ,+62:52:00,+006:31:59,   8
2584 ,BREKKE SLUSE                            ,NORWAY                                  ,+59:08:52,+011:33:34, 114
2587 ,RADE - TOMB                             ,NORWAY                                  ,+59:19:00,+010:49:00,  14
2589 ,RYGGE                                   ,NORWAY                                  ,+58:22:59,+010:47:17,  40
2590 ,SARPSBORG                               ,NORWAY                                  ,+59:17:08,+011:06:52,  57
2594 ,ASKER                                   ,NORWAY                                  ,+59:51:21,+010:26:12, 163
2596 ,BJORNHOLT                               ,NORWAY                                  ,+60:03:03,+010:41:11, 360
2600 ,TRYVASSHOGDA                            ,NORWAY                                  ,+59:59:04,+010:40:09, 514
2603 ,DREVSJO                                 ,NORWAY                                  ,+61:53:13,+012:02:53, 672
2605 ,KISE PA HEDMARK                         ,NORWAY                                  ,+60:46:50,+010:48:42, 128
2611 ,ABJORSBRATEN                            ,NORWAY                                  ,+60:55:05,+009:17:25, 639
2620 ,OSTRE TOTEN - APELSVOLL                 ,NORWAY                                  ,+60:42:00,+010:52:00, 264
2622 ,VAGA - KLONES                           ,NORWAY                                  ,+61:51:46,+009:05:00, 371
2627 ,GULSVIK II                              ,NORWAY                                  ,+60:22:58,+009:36:24, 142
2638 ,GVARV                                   ,NORWAY                                  ,+59:22:59,+009:10:59,  26
2639 ,GVARV - LINDEM                          ,NORWAY                                  ,+59:23:12,+009:12:06,  71
2640 ,GVARV - NES                             ,NORWAY                                  ,+59:22:59,+009:12:05,  93
2656 ,KJEVIK                                  ,NORWAY                                  ,+58:12:01,+008:04:05,  12
2669 ,OBRESTAD FYR                            ,NORWAY                                  ,+58:39:33,+005:33:19,  24
2671 ,STAVANGER - VALAND                      ,NORWAY                                  ,+58:57:25,+005:43:48,  72
2677 ,FET I EIDFJORD                          ,NORWAY                                  ,+60:24:30,+007:16:46, 735
2685 ,SLATTEROY FYR                           ,NORWAY                                  ,+59:54:29,+005:04:05,  25
2711 ,SUNNDALSORA III                         ,NORWAY                                  ,+62:40:30,+008:33:32,   6
2719 ,SONGLI                                  ,NORWAY                                  ,+63:19:48,+009:38:42, 300
2720 ,TRONDHEIM - VOLL                        ,NORWAY                                  ,+63:24:38,+010:27:12, 127
2725 ,NAMDALSEID                              ,NORWAY                                  ,+64:15:02,+011:12:01,  86
2726 ,NAMSSKOGAN                              ,NORWAY                                  ,+64:44:31,+012:50:45, 140
2727 ,NORDOYAN FYR                            ,NORWAY                                  ,+64:47:52,+010:32:57,  33
2733 ,BODOE - VAGONES                         ,NORWAY                                  ,+67:16:59,+014:28:00,  33
2745 ,DIVIDALEN                               ,NORWAY                                  ,+68:46:41,+019:42:36, 228
2749 ,STORSTEINNES I BALSFJORD                ,NORWAY                                  ,+69:14:49,+019:13:51,  27
2750 ,TORSVAG FYR                             ,NORWAY                                  ,+70:14:44,+019:30:02,  21
2751 ,CUOVDDATMOHKKI                          ,NORWAY                                  ,+69:22:00,+024:25:59, 286
2752 ,KAUTOKEINO                              ,NORWAY                                  ,+68:59:48,+023:02:00, 307
2753 ,KAUTOKEINO II                           ,NORWAY                                  ,+69:01:00,+023:02:02, 330
2754 ,MAKKAUR FYR                             ,NORWAY                                  ,+70:42:02,+030:04:05,   9
2755 ,ISFJORD RADIO                           ,NORWAY                                  ,+78:04:00,+013:37:59,   7
2756 ,SVEAGRUVA                               ,NORWAY                                  ,+77:52:59,+016:43:00,   9
2757 ,MIKE                                    ,NORWAY                                  ,+66:00:00,+002:00:00,   6
2758 ,MUENSTER/OSNABRUECK (AIRPORT)           ,GERMANY                                 ,+52:08:07,+007:42:00,  48
2759 ,BERLIN-TEMPELHOF                        ,GERMANY                                 ,+52:28:06,+013:24:14,  48
2760 ,TRIER-PETRISBERG                        ,GERMANY                                 ,+49:44:57,+006:39:33, 265
2761 ,FRANKFURT/M-FLUGHAFEN                   ,GERMANY                                 ,+50:01:59,+008:34:59, 112
2762 ,RHEINSTETTEN                            ,GERMANY                                 ,+48:58:24,+008:19:51, 116
2763 ,STUTTGART/ECHTERDINGEN                  ,GERMANY                                 ,+48:41:21,+009:13:31, 371
2764 ,MUENCHEN-FLUGHAFEN                      ,GERMANY                                 ,+48:21:29,+011:48:33, 444
2923 ,NOVI SAD                                ,SERBIA                                  ,+45:19:59,+019:51:00,  84
2924 ,ZRENJANIN                               ,SERBIA                                  ,+45:24:00,+020:21:00,  80
2925 ,KIKINDA                                 ,SERBIA                                  ,+45:51:00,+020:28:00,  81
2926 ,BANATSKI KARLOVAC                       ,SERBIA                                  ,+45:03:00,+021:01:59,  89
2927 ,SREMSKA MITROVICA                       ,SERBIA                                  ,+44:58:00,+019:37:59,  81
2928 ,VALJEVO                                 ,SERBIA                                  ,+44:16:59,+019:55:00, 176
2929 ,BELGRADE (AIRPORT)                      ,SERBIA                                  ,+44:49:00,+020:16:59,  96
2930 ,KRAGUJEVAC                              ,SERBIA                                  ,+44:01:59,+020:55:59, 185
2931 ,SMEDEREVSKA PALANKA                     ,SERBIA                                  ,+44:22:00,+020:57:00, 122
2932 ,ZLATIBOR                                ,SERBIA                                  ,+43:43:59,+019:43:00,1028
2933 ,SJENICA                                 ,SERBIA                                  ,+43:16:00,+020:01:00,1038
2934 ,KOPAONIK                                ,SERBIA                                  ,+43:16:59,+020:48:00,1710
2935 ,KRUSEVAC                                ,SERBIA                                  ,+43:34:00,+021:21:00, 166
2936 ,CUPRIJA                                 ,SERBIA                                  ,+43:55:59,+021:22:00, 123
2937 ,LESKOVAC                                ,SERBIA                                  ,+42:58:59,+021:57:00, 230
2938 ,DIMITROVGRAD                            ,SERBIA                                  ,+43:01:00,+022:45:00, 450
2939 ,CRNI VRH (OLD)                          ,SERBIA                                  ,+44:10:00,+021:58:00, 834
2949 ,UIL                                     ,KAZAKHSTAN                              ,+49:04:00,+054:40:59, 128
2977 ,CIMBAJ                                  ,UZBEKISTAN                              ,+42:57:00,+059:49:00,  66
2978 ,KURESSAARE                              ,ESTONIA                                 ,+58:12:00,+022:30:00,   4
3009 ,BISHKEK                                 ,KYRGYZSTAN                              ,+42:49:48,+074:34:48, 756
3011 ,PETROPAVLOVSK                           ,KAZAKHSTAN                              ,+54:49:59,+069:09:00, 142
3015 ,KUSTANAI                                ,KAZAKHSTAN                              ,+53:13:00,+063:37:00, 170
3022 ,ATBASAR                                 ,KAZAKHSTAN                              ,+51:49:00,+068:22:00, 304
3029 ,KARAGANDA                               ,KAZAKHSTAN                              ,+49:48:00,+073:09:00, 553
3034 ,KZYLZAR                                 ,KAZAKHSTAN                              ,+48:17:58,+069:41:58, 362
3037 ,ARALSKOE MORE                           ,KAZAKHSTAN                              ,+46:46:46,+061:40:10,  62
3046 ,TURKESTAN                               ,KAZAKHSTAN                              ,+43:16:12,+068:13:12, 206
3071 ,BEREZOVO                                ,RUSSIAN FEDERATION                      ,+63:55:48,+065:03:00,  27
3072 ,NJAKSIMVOL                              ,RUSSIAN FEDERATION                      ,+62:25:48,+060:52:10,  51
3075 ,SURGUT                                  ,RUSSIAN FEDERATION                      ,+61:15:00,+073:30:00,  55
3078 ,HANTY-MANSIJSK                          ,RUSSIAN FEDERATION                      ,+61:01:00,+069:07:00,  46
3081 ,LEUSI                                   ,RUSSIAN FEDERATION                      ,+59:37:00,+065:43:00,  70
3089 ,TOBOLSK                                 ,RUSSIAN FEDERATION                      ,+58:09:00,+068:15:00,  49
3101 ,TARA                                    ,RUSSIAN FEDERATION                      ,+56:54:00,+074:22:59,  73
3112 ,KURGAN                                  ,RUSSIAN FEDERATION                      ,+55:28:00,+065:24:00,  73
3116 ,OMSK                                    ,RUSSIAN FEDERATION                      ,+55:01:00,+073:22:59, 121
3132 ,DUSHANBE                                ,TAJIKISTAN                              ,+38:32:58,+068:48:00, 803
3136 ,KHOROG                                  ,TAJIKISTAN                              ,+37:30:00,+071:30:00,2077
3155 ,TAMDY                                   ,UZBEKISTAN                              ,+41:43:59,+064:37:00, 237
3156 ,TASHKENT                                ,UZBEKISTAN                              ,+41:16:12,+069:16:10, 477
3163 ,FERGANA                                 ,UZBEKISTAN                              ,+40:22:00,+071:45:00, 577
3166 ,TERMEZ                                  ,UZBEKISTAN                              ,+37:13:46,+067:16:10, 309
3167 ,D15-FA-1                                ,NETHERLANDS                             ,+54:19:32,+002:56:08,  43
3168 ,K14-FA-1C                               ,NETHERLANDS                             ,+53:16:09,+003:37:40,  42
3169 ,A12-CPP                                 ,NETHERLANDS                             ,+55:23:57,+003:48:37,  48
3170 ,F16-A                                   ,NETHERLANDS                             ,+54:07:00,+004:00:43,  43
3171 ,L9-FF-1                                 ,NETHERLANDS                             ,+53:36:51,+004:57:37,   0
3172 ,AWG-1                                   ,NETHERLANDS                             ,+53:29:30,+005:56:30,  41
3174 ,J6-A                                    ,NETHERLANDS                             ,+53:49:27,+002:56:43,  46
3175 ,HOORN-A                                 ,NETHERLANDS                             ,+52:55:05,+004:09:01,  51
3179 ,K13                                     ,NETHERLANDS                             ,+53:13:04,+003:13:13,  38
3188 ,LICHTEILAND_GOEREE                      ,NETHERLANDS                             ,+51:55:32,+003:40:12,  23
3189 ,EUROPLATFORM                            ,NETHERLANDS                             ,+51:59:52,+003:16:30,  19
3192 ,ROTTERDAM-GEULHAVEN                     ,NETHERLANDS                             ,+51:53:30,+004:18:45,   4
3193 ,DIKSON                                  ,RUSSIAN FEDERATION                      ,+73:30:00,+080:24:00,  42
3194 ,HATANGA                                 ,RUSSIAN FEDERATION                      ,+71:58:59,+102:28:00,  31
3195 ,CHOKURDAH                               ,RUSSIAN FEDERATION                      ,+70:37:00,+147:52:59,  44
3196 ,OSTROV VRANGELJA                        ,RUSSIAN FEDERATION                      ,+70:58:59,+181:31:00,   2
3197 ,MYS KAMENNYJ                            ,RUSSIAN FEDERATION                      ,+68:28:00,+073:34:59,   2
3198 ,TURUHANSK                               ,RUSSIAN FEDERATION                      ,+65:46:59,+087:55:59,  38
3199 ,BOR                                     ,RUSSIAN FEDERATION                      ,+61:36:00,+090:01:00,  62
3200 ,BAJKIT                                  ,RUSSIAN FEDERATION                      ,+61:40:00,+096:22:00, 256
3201 ,IVDEL                                   ,RUSSIAN FEDERATION                      ,+60:40:59,+060:27:00,  93
3202 ,ALEKSANDROVSKOE                         ,RUSSIAN FEDERATION                      ,+60:25:59,+077:52:00,  47
3203 ,OLENEK                                  ,RUSSIAN FEDERATION                      ,+68:30:00,+112:25:59, 217
3204 ,VERHOJANSK                              ,RUSSIAN FEDERATION                      ,+67:34:00,+133:24:00, 136
3205 ,ZHIGANSK                                ,RUSSIAN FEDERATION                      ,+66:46:00,+123:24:00,  88
3206 ,TURA                                    ,RUSSIAN FEDERATION                      ,+64:16:00,+100:13:59, 188
3207 ,VILJUJSK                                ,RUSSIAN FEDERATION                      ,+63:46:59,+121:37:00, 110
3208 ,OJMJAKON                                ,RUSSIAN FEDERATION                      ,+63:15:00,+143:09:00, 740
3209 ,SUNTAR                                  ,RUSSIAN FEDERATION                      ,+62:09:00,+117:39:00, 131
3210 ,ERBOGACEN                               ,RUSSIAN FEDERATION                      ,+61:16:00,+108:01:00, 284
3211 ,VANAVARA                                ,RUSSIAN FEDERATION                      ,+60:19:59,+102:16:00, 259
3212 ,OLEKMINSK                               ,RUSSIAN FEDERATION                      ,+60:24:00,+120:25:00, 223
3213 ,ISIT                                    ,RUSSIAN FEDERATION                      ,+60:49:00,+125:19:00, 117
3214 ,JAKUTSK                                 ,RUSSIAN FEDERATION                      ,+62:01:00,+129:43:00,  98
3215 ,UST-MAJA                                ,RUSSIAN FEDERATION                      ,+60:22:59,+134:26:59, 169
3216 ,MYS SHMIDTA                             ,RUSSIAN FEDERATION                      ,+68:54:00,+180:37:59,   2
3217 ,MARKOVO                                 ,RUSSIAN FEDERATION                      ,+64:40:59,+170:25:00,  25
3218 ,ANADYR                                  ,RUSSIAN FEDERATION                      ,+64:46:59,+177:34:00,  64
3219 ,BUHTA PROVIDENJA                        ,RUSSIAN FEDERATION                      ,+64:25:00,+186:46:00,  25
3220 ,SEJMCHAN                                ,RUSSIAN FEDERATION                      ,+62:55:00,+152:25:00, 206
3221 ,KAMENSKOE                               ,RUSSIAN FEDERATION                      ,+62:28:59,+166:13:00,  10
3222 ,MAGADAN                                 ,RUSSIAN FEDERATION                      ,+59:33:00,+150:46:59, 115
3223 ,KORF                                    ,RUSSIAN FEDERATION                      ,+60:21:00,+166:00:00,   2
3224 ,NIZNIJ NOVGOROD                         ,RUSSIAN FEDERATION                      ,+56:16:00,+044:00:00, 161
3225 ,SAMARA                                  ,RUSSIAN FEDERATION                      ,+53:15:00,+050:13:00, 136
3226 ,KOLPASEVO                               ,RUSSIAN FEDERATION                      ,+58:18:00,+082:52:59,  75
3227 ,ENISEJSK                                ,RUSSIAN FEDERATION                      ,+58:27:00,+092:09:00,  77
3228 ,BOGUCANY                                ,RUSSIAN FEDERATION                      ,+58:22:59,+097:27:00, 131
3229 ,TOMSK                                   ,RUSSIAN FEDERATION                      ,+56:30:00,+084:55:00, 141
3230 ,KRASNOJARSK                             ,RUSSIAN FEDERATION                      ,+56:01:59,+092:45:00, 277
3231 ,BARABINSK                               ,RUSSIAN FEDERATION                      ,+55:19:59,+078:22:00, 119
3232 ,IRTYSHSK                                ,KAZAKHSTAN                              ,+53:21:00,+075:27:00,  94
3233 ,BARNAUL                                 ,RUSSIAN FEDERATION                      ,+53:25:59,+083:31:00, 183
3234 ,MINUSINSK                               ,RUSSIAN FEDERATION                      ,+53:43:00,+091:42:00, 254
3235 ,VITIM                                   ,RUSSIAN FEDERATION                      ,+59:27:00,+112:34:59, 186
3236 ,KIRENSK                                 ,RUSSIAN FEDERATION                      ,+57:46:00,+108:04:00, 256
3237 ,BODAJBO                                 ,RUSSIAN FEDERATION                      ,+57:51:00,+114:13:59, 278
3238 ,CHARA                                   ,RUSSIAN FEDERATION                      ,+56:54:00,+118:16:00, 709
3239 ,CULMAN                                  ,RUSSIAN FEDERATION                      ,+56:49:59,+124:52:00, 855
3240 ,ZHIGALOVO                               ,RUSSIAN FEDERATION                      ,+54:48:00,+105:10:00, 416
3241 ,TROICKIJ PRIISK                         ,RUSSIAN FEDERATION                      ,+54:37:00,+113:07:59,1315
3242 ,BARGUZIN                                ,RUSSIAN FEDERATION                      ,+53:37:00,+109:37:59, 488
3243 ,MOGOCA                                  ,RUSSIAN FEDERATION                      ,+53:45:00,+119:43:59, 624
3244 ,SKOVORODINO                             ,RUSSIAN FEDERATION                      ,+54:00:00,+123:58:00, 397
3245 ,IRKUTSK                                 ,RUSSIAN FEDERATION                      ,+52:16:00,+104:21:00, 467
3246 ,CHITA                                   ,RUSSIAN FEDERATION                      ,+52:04:59,+113:28:59, 671
3247 ,SRETENSK                                ,RUSSIAN FEDERATION                      ,+52:13:59,+117:42:00, 528
3248 ,ULAN-UDE                                ,RUSSIAN FEDERATION                      ,+51:49:59,+107:36:00, 514
3249 ,KJAHTA                                  ,RUSSIAN FEDERATION                      ,+50:22:00,+106:27:00, 791
3250 ,KYRA                                    ,RUSSIAN FEDERATION                      ,+49:34:00,+111:58:00, 907
3251 ,BORZJA                                  ,RUSSIAN FEDERATION                      ,+50:24:00,+116:31:00, 675
3252 ,ALDAN                                   ,RUSSIAN FEDERATION                      ,+58:37:00,+125:01:59, 678
3253 ,OHOTSK                                  ,RUSSIAN FEDERATION                      ,+59:22:00,+143:12:59,   5
3254 ,AJAN                                    ,RUSSIAN FEDERATION                      ,+56:27:00,+138:09:00,   6
3255 ,BOMNAK                                  ,RUSSIAN FEDERATION                      ,+54:43:00,+128:52:00, 365
3256 ,EKIMCHAN                                ,RUSSIAN FEDERATION                      ,+53:04:59,+132:58:59, 540
3257 ,NIKOLAEVSK-NA-AMURE                     ,RUSSIAN FEDERATION                      ,+53:09:00,+140:42:59,  67
3258 ,NORSK                                   ,RUSSIAN FEDERATION                      ,+52:21:00,+129:55:00, 207
3259 ,IM. POLINY OSIPENKO                     ,RUSSIAN FEDERATION                      ,+52:25:00,+136:30:00,  73
3260 ,BLAGOVESCENSK                           ,RUSSIAN FEDERATION                      ,+50:15:00,+127:30:00, 130
3261 ,CEKUNDA                                 ,RUSSIAN FEDERATION                      ,+50:52:00,+132:15:00, 271
3262 ,ARHARA                                  ,RUSSIAN FEDERATION                      ,+49:25:00,+130:04:59, 133
3263 ,EKATERINO-NIKOLSKOE                     ,RUSSIAN FEDERATION                      ,+47:43:59,+130:58:00,  72
3264 ,HABAROVSK                               ,RUSSIAN FEDERATION                      ,+48:31:00,+135:07:00,  88
3265 ,ZOLOTOJ                                 ,RUSSIAN FEDERATION                      ,+47:19:00,+138:58:59,  27
3266 ,DALNERECHENSK                           ,RUSSIAN FEDERATION                      ,+45:52:00,+133:43:59,  97
3267 ,TERNEJ                                  ,RUSSIAN FEDERATION                      ,+45:00:00,+136:36:00,  51
3268 ,POGRANICHNYJ                            ,RUSSIAN FEDERATION                      ,+44:24:00,+131:22:59, 217
3269 ,VLADIVOSTOK                             ,RUSSIAN FEDERATION                      ,+43:48:00,+131:55:59, 187
3270 ,ALEKSANDROVSK-SAHALINSKIJ               ,RUSSIAN FEDERATION                      ,+50:54:00,+142:10:00,  30
3271 ,PORONAJSK                               ,RUSSIAN FEDERATION                      ,+49:13:00,+143:06:00,   7
3272 ,JUZHNO-KURILSK                          ,RUSSIAN FEDERATION                      ,+44:01:00,+145:52:00,  44
3273 ,KLJUCHI                                 ,RUSSIAN FEDERATION                      ,+56:19:00,+160:49:59,  28
3274 ,ICA                                     ,RUSSIAN FEDERATION                      ,+55:34:59,+155:34:59,   8
3275 ,PETROPAVLOVSK-KAMCHATSKIJ               ,RUSSIAN FEDERATION                      ,+52:58:59,+158:39:00,  32
3276 ,LVIV                                    ,UKRAINE                                 ,+49:49:00,+023:57:00, 323
3277 ,CHERNIVTSI                              ,UKRAINE                                 ,+48:22:00,+025:54:00, 246
3278 ,ASTANA                                  ,KAZAKHSTAN                              ,+51:07:59,+071:22:00, 350
3279 ,AKTOBE                                  ,KAZAKHSTAN                              ,+50:16:59,+057:09:00, 219
3280 ,TAIPAK                                  ,KAZAKHSTAN                              ,+49:03:00,+051:52:00,   2
3281 ,IRGIZ                                   ,KAZAKHSTAN                              ,+48:37:00,+061:16:00, 156
3282 ,KARSAKPAJ                               ,KAZAKHSTAN                              ,+47:49:59,+066:45:00, 488
3283 ,BALHASH                                 ,KAZAKHSTAN                              ,+46:48:00,+075:04:59, 350
3284 ,RUBCOVSK                                ,RUSSIAN FEDERATION                      ,+51:30:00,+081:13:00, 216
3285 ,SEMEJ                                   ,KAZAKHSTAN                              ,+50:25:00,+080:18:00, 196
3286 ,ZAJSAN                                  ,KAZAKHSTAN                              ,+47:28:00,+084:55:00, 603
3287 ,UCH-ARAL                                ,KAZAKHSTAN                              ,+46:10:00,+080:55:59, 388
3288 ,ZHARKENT                                ,KAZAKHSTAN                              ,+44:10:00,+080:04:00, 645
3289 ,ALMATY                                  ,KAZAKHSTAN                              ,+43:13:59,+076:55:59, 851
3290 ,NARYN                                   ,KYRGYZSTAN                              ,+41:25:59,+076:00:00,2041
3291 ,SAMTREDIA                               ,GEORGIA                                 ,+42:10:59,+042:22:00,  26
3292 ,TURKMEN-BASHI                           ,TURKMENISTAN                            ,+40:03:00,+053:00:00,  82
3293 ,KHUDJAND                                ,TAJIKISTAN                              ,+40:13:00,+069:43:59, 427
3294 ,SAMARKAND                               ,UZBEKISTAN                              ,+39:34:00,+066:57:00, 724
3295 ,ESENGYLY                                ,TURKMENISTAN                            ,+37:28:00,+053:37:59, -22
